z,H,dH_dz,S_rel,dlnS_dlna,Omega_m,Omega_r,Omega_geom,Delta_H,w_geom
0.9690410958904111,118.46671768815104,70.2855226445457,0.32330427361772585,2.3364382036405273,0.7782152863913558,0.000448086116614982,0.22133662749202918,-1.1145598333150986e-16,-1.0000000000000002
0.9780136986301371,119.0985560340411,70.55150549565441,0.3198830032938722,2.3434682833517595,0.7805541200785985,0.00045148077899103176,0.21899439914241048,4.2717565595928875e-17,-0.9999999999999999
0.9869863013698631,119.7327749950125,70.81616560387224,0.31650316758958386,2.3504132594654243,0.7828645915084301,0.0004548712350335214,0.21668053725653635,-2.1467203015212988e-17,-1.0
0.9959589041095891,120.36936275745016,71.07951518074996,0.3131642903583244,2.3572741098694494,0.7851470266874554,0.00045825745177092926,0.2143947158607737,-7.194765616613807e-16,-1.000000000000001
1.0049315068493152,121.0083076170239,71.34156637394553,0.3098658978751266,2.364051807480735,0.7874017499620052,0.00046163939867980853,0.21213661063931502,5.102255423716784e-16,-0.9999999999999992
1.0139041095890413,121.64959797810243,71.6023312644428,0.30660751898164973,2.3707473199471485,0.7896290839189101,0.0004650170476045695,0.20990589903348536,1.1774435593192578e-16,-0.9999999999999998
1.0228767123287672,122.29322235314362,71.8618218639392,0.30338868522266804,2.3773616093671293,0.7918293492921373,0.0004683903726791717,0.2077022603351835,5.813492048867275e-16,-0.9999999999999991
1.0318493150684933,122.93916936206121,72.12005011239513,0.30020893097430784,2.3838956320262326,0.7940028648750767,0.00047175935025069957,0.20552537577467264,-8.695301423333746e-17,-1.0000000000000002
1.0408219178082192,123.58742773157111,72.37702787573953,0.2970677935643308,2.3903503381500135,0.7961499474382646,0.0004751239588048049,0.20337492860293058,3.426078865054194e-16,-0.9999999999999994
1.0497945205479453,124.2379862945174,72.63276694372537,0.2939648133847654,2.396726671672629,0.7982709116523523,0.00047848417889299584,0.2012506041687547,2.896988204881268e-16,-0.9999999999999996
1.0587671232876714,124.8908339891794,72.88727902792932,0.2908995339971758,2.4030255700205663,0.8003660700161065,0.00048183999306174353,0.19915208999083175,-6.266688556966216e-17,-1.0
1.0677397260273973,125.54595985856226,73.14057575989034,0.28787150223084496,2.4092479639109223,0.802435732789263,0.0004851913857833897,0.19707907582495365,4.575333167888829e-17,-0.9999999999999999
1.0767123287671234,126.20335304967061,73.39266868938056,0.28488026827415464,2.415394777163652,0.8044802079300324,0.0004885383433888223,0.19503125372657878,-5.325601071248798e-16,-1.0000000000000009
1.0856849315068495,126.86300281276775,73.64356928280475,0.2819253857594239,2.4214669265272697,0.8064998010370875,0.0004918808540019005,0.1930083181089106,-5.689893001203927e-16,-1.0000000000000009
1.0946575342465754,127.52489850062086,73.89328892172188,0.27900641184146774,2.427465321517432,0.8084948152958432,0.0004952189074755948,0.1910099657966812,7.719519468096792e-17,-0.9999999999999999
1.1036301369863015,128.1890295677336,74.14183890148436,0.2761229072701295,2.4333908642679076,0.810465551428863,0.0004985524953298221,0.18903589607580717,-4.597017211338539e-16,-1.0000000000000009
1.1126027397260274,128.85538556956692,74.38923042999018,0.27327443645703114,2.4392444493934273,0.8124123076502212,0.0005018816106909419,0.18708581073908784,-2.931682674400804e-16,-1.0000000000000004
1.1215753424657535,129.52395616174908,74.63547462654289,0.2704605675367819,2.44502696386391,0.8143353796236594,0.0005052062482328877,0.18515941412810769,1.0711917464156784e-16,-0.9999999999999998
1.1305479452054796,130.19473109927605,74.88058252081512,0.2676808724228737,2.4507392868896076,0.816235060424376,0.0005085264041199055,0.1832564131715041,3.122502256758253e-17,-0.9999999999999999
1.1395205479452055,130.86770023570307,75.12456505191136,0.26493492685848996,2.456382289816696,0.8181116405042974,0.0005118420759508663,0.18137651741975172,5.659535340374333e-16,-0.999999999999999
1.1484931506849316,131.54285352232802,75.3674330675253,0.26222231046244465,2.461956836032872,0.8199654076606838,0.0005151532627051275,0.17951943907661105,-6.5052130349130266e-18,-1.0
1.1574657534246577,132.2201810073681,75.60919732318816,0.2595426067704607,2.4674637808825195,0.8217966470079198,0.0005184599646899121,0.17768489302739032,4.36282954208167e-16,-0.9999999999999992
1.1664383561643836,132.89967283512928,75.84986848160342,0.2568954032719966,2.4729039715910264,0.8236056409523566,0.0005217621834891719,0.17587259686415427,1.3227266504323154e-16,-0.9999999999999998
1.1754109589041097,133.58131924517144,76.08945711206482,0.2542802914428096,2.478278247197851,0.8253926691700654,0.0005250599219139119,0.17408227090802073,-5.997806418189811e-16,-1.000000000000001
1.1843835616438358,134.26511057146735,76.32797368995315,0.2516968667734582,2.4835874384979433,0.8271580085873759,0.0005283531839539391,0.17231363822867019,2.211772431870429e-17,-1.0
1.1933561643835617,134.9510372415583,76.56542859630879,0.24914472879391794,2.488832367991129,0.828901933364068,0.0005316419747310102,0.17056642466120095,8.062127354602211e-16,-0.9999999999999984
1.2023287671232878,135.63908977570608,76.8018321174763,0.24662348109449578,2.4940138498391193,0.830624714879102,0.000534926300453347,0.1688403588204446,-3.3003114130458755e-16,-1.0000000000000007
1.2113013698630137,136.32925878604146,77.03719444481781,0.24413273134321392,2.499132689829765,0.8323266217187597,0.0005382061683714864,0.1671351721128688,1.5222198501696482e-16,-0.9999999999999997
1.2202739726027398,137.02153497571172,77.2715256744918,0.2416720912998262,2.5041896853482157,0.8340079196670913,0.0005414815867354425,0.16545059874617324,2.454633718507182e-16,-0.9999999999999996
1.229246575342466,137.71590913802498,77.50483580729446,0.23924117682663487,2.5091856253546734,0.8356688716985534,0.0005447525647531453,0.16378637573669344,5.442694905877232e-16,-0.9999999999999989
1.2382191780821918,138.4123721555943,77.7371347485601,0.23683960789625555,2.5141212903683963,0.8373097379727319,0.0005480191125501272,0.162142242914718,2.9967348047499343e-16,-0.9999999999999993
