z,H,dH_dz,S_rel,dlnS_dlna,Omega_m,Omega_r,Omega_geom,Delta_H,w_geom,H_p16,H_p50,H_p84,dH_dz_p16,dH_dz_p50,dH_dz_p84,S_rel_p16,S_rel_p50,S_rel_p84,dlnS_dlna_p16,dlnS_dlna_p50,dlnS_dlna_p84,Omega_m_p16,Omega_m_p50,Omega_m_p84,Omega_geom_p16,Omega_geom_p50,Omega_geom_p84,Delta_H_p16,Delta_H_p50,Delta_H_p84,w_geom_p16,w_geom_p50,w_geom_p84,reconstruction,H0_anchor_sigma,gp_length_scale
0.08972602739726028,71.16426347839538,43.55709458030962,0.8959427079373969,1.3339644737945593,0.3655579064319897,0.00011648780332297106,0.6343256057646873,0.2368248032852984,-0.8755503476799831,70.42444005165561,71.52048862382055,72.51454454223155,35.81428362611348,46.02718751084427,56.67179857340294,0.8628870028814969,0.887040025776811,0.9148657431585455,1.1064423888373816,1.4004195235044168,1.7087926583616282,0.3520706887462886,0.3619254801357308,0.3732787853202246,0.626602266559754,0.637959189561174,0.6478171212547402,-0.009511450133318264,0.31570925304969416,0.6438626574121867,-1.0050340748444608,-0.8348567815840044,-0.6663235978248442,gp_planck_anchor,0.54,0.65
0.0986986301369863,71.55651227204591,43.874779291173645,0.8861471151155481,1.3473311757148567,0.37056598138889146,0.00011905594351709811,0.6293149626675913,0.235157007774114,-0.8754428642125869,70.7679448958825,71.92232936003671,73.01830288911674,36.13021905209124,46.156704873316805,56.770404835193816,0.8510218102916601,0.8771556735707261,0.9060058239305016,1.1262096843558553,1.4065445268539127,1.7135067959865067,0.3558774010937891,0.3668059709986039,0.378870428580112,0.6210078474122597,0.6330761810791414,0.6440082621297889,-0.010966617321103251,0.3093035154757943,0.6390277835587614,-1.0057853138249149,-0.8373246171936902,-0.6682832587586729,gp_planck_anchor,0.54,0.65
0.10767123287671235,71.9515933620698,44.18843654028116,0.8764422909465598,1.360533038793558,0.3755605157306751,0.00012164597788767283,0.6243178382914372,0.23336490768998194,-0.8754027231126222,71.1334296540398,72.34267051745672,73.51504841069571,36.585791331794475,46.31524743074752,56.836192766506876,0.839559851188246,0.8669919893072805,0.8967196507317949,1.1430977243263725,1.4153255561479359,1.715611399098615,0.35975618013422855,0.37151100762943423,0.38424947994117065,0.6156260596808545,0.6283686580491283,0.6401272929932688,-0.01244451025910982,0.3009364570396159,0.6309125231579598,-1.006854635681872,-0.8395777326688686,-0.6698834457863992,gp_planck_anchor,0.54,0.65
0.11664383561643837,72.34947118206341,44.49819422535326,0.8668290048374812,1.3735728393305056,0.3805409725704738,0.00012425762454333018,0.6193347698049828,0.2314528911209108,-0.8754293033939242,71.4643521101237,72.74332735354434,74.01357878835861,37.03493121372919,46.31356338637619,56.91179588923936,0.8282879603533535,0.8574678282381965,0.8884341341058032,1.1557622684784934,1.4212472084340582,1.717897186307569,0.3636213189017302,0.3764313832193842,0.3900257000754326,0.6098469452624009,0.6234457010557559,0.6362599482295991,-0.013324220167333603,0.2940816372832422,0.6250314148673017,-1.0071877846187591,-0.8430944734838149,-0.6714338396144052,gp_planck_anchor,0.54,0.65
0.1256164383561644,72.75011133296829,44.8041845957077,0.8573079132280484,1.3864535947512189,0.38550683613167636,0.00012689060290653625,0.6143662732654172,0.22942552394456356,-0.875521854020868,71.81440981499433,73.14740412741976,74.54618129180713,37.411058243204096,46.33256043851254,56.82082488553543,0.8164947014405098,0.848020446497719,0.8797939392693649,1.1663070084131575,1.4249006688742891,1.714519179401358,0.36715430268853666,0.3813305281102023,0.39561815858958127,0.6042516226387674,0.6185439559298108,0.632724847493869,-0.01470522658582773,0.27906271940106664,0.6147490444476407,-1.0079823123394314,-0.8489727506314521,-0.6767526004442255,gp_planck_anchor,0.54,0.65
0.13458904109589043,73.15348062062236,45.10654391807557,0.8478795641140404,1.3991785483610153,0.39045761026799386,0.0001295446334995232,0.6094128450985066,0.22728753902303572,-0.8756794944231407,72.18022736672937,73.56079972279615,75.07132342773923,37.75826739307322,46.3496472890333,56.65136199466404,0.8051115175546946,0.8385158442281739,0.8708987533678623,1.1799427876071416,1.4310681718305331,1.712400165391676,0.37076246727579115,0.3861455170833036,0.40105819318892516,0.5988087451539772,0.6137263689340962,0.6291145224750152,-0.016066521088252454,0.2689141545505424,0.6007495593907793,-1.0087988887798713,-0.8531825275775049,-0.6810299891463883,gp_planck_anchor,0.54,0.65
0.14356164383561645,73.55954709028215,45.40541213573242,0.8385444015737845,1.4117511538575367,0.3953928170120983,0.00013221943771648094,0.6044749635501853,0.22504382507037582,-0.8759012153022546,72.51426181672673,73.97329091299582,75.57010463706203,37.9075596423088,46.48443778203213,56.64114877914485,0.7945187539237943,0.8291904855514474,0.8628936964631795,1.195187961506443,1.4414990089930044,1.716967216946646,0.37463371968530035,0.390982232194854,0.40687406508972795,0.5929898761408838,0.6088870232678816,0.6252410027233141,-0.019669497045764147,0.2597490082538061,0.5902587058735963,-1.0110547277761577,-0.8572273850695882,-0.6874657201910385,gp_planck_anchor,0.54,0.65
0.15253424657534248,73.96828005805908,45.700932521685395,0.8293027702849504,1.4241750596425413,0.4003119951580057,0.00013491473758427304,0.59955309010441,0.2226994152181871,-0.8761858797306258,72.89075701675608,74.40405909014575,76.07890014072355,38.25862615736757,46.62702529635596,56.60236892936776,0.7839271515617307,0.8196168985532781,0.8540026994657253,1.211589090168582,1.448136743765086,1.7143468965815696,0.3784087710117995,0.395636536716672,0.41223487578123097,0.5876261911846311,0.6042301242873062,0.6214636961621595,-0.0239716811350268,0.25170922515621386,0.5775620291822496,-1.0135438040175777,-0.8600861265455191,-0.6892828746927702,gp_planck_anchor,0.54,0.65
0.1615068493150685,74.37965013922026,45.99325132667149,0.8201549200196457,1.4364540929731866,0.40521469888201433,0.00013763025551393076,0.5946476708624717,0.220259475305088,-0.8765322245436385,73.23280495835714,74.83175236694163,76.55404860450028,38.60306766676177,46.795328277729055,56.46353995893426,0.7742264051862238,0.8102749038169669,0.8460437503334768,1.2206780693452237,1.4561836282527933,1.711315195076211,0.3825227551357311,0.40033327015093745,0.41800561718775997,0.5818524081502682,0.5995307575597708,0.6173473218760988,-0.028793956356060996,0.2504908859112029,0.5676066496634385,-1.0165150503383586,-0.8609763112516764,-0.6948657394133337,gp_planck_anchor,0.54,0.65
0.17047945205479453,74.79362927331063,46.282517422732745,0.8111010101066861,1.4485922439923025,0.41010049640662516,0.00014036571404514892,0.5897591378793297,0.2177292919162463,-0.8769388620247227,73.57991929034071,75.28086592942176,77.08202904841588,38.75964601931401,46.98218671833077,56.30469223502033,0.7636563667231264,0.8006356911766412,0.838080128331111,1.2320338762579888,1.4627595468305388,1.7119302578303153,0.38611202695462205,0.40480913018369247,0.4237413988818845,0.5761135665118525,0.5950523151861422,0.6137558179008712,-0.036385194078455106,0.2393830778256296,0.5491575725257081,-1.0210730850610104,-0.8667662838517143,-0.700617466252821,gp_planck_anchor,0.54,0.65
